No.,Unit weight (KN/m3),Cohesion (Kpa),Internal friction angle (°),Slope angle (°),Slope height (m),Pore water ratio,Slope State,Source
155,18.5,12,0,30,6,0.31,F,"Su, G., Song, Y., Yan, L., 2009. Application of Gaussian process machine learning to slope stability evaluation. Rock and Soil Mechanics 30, 675–687."
156,22.4,10,35,30,10,0.31,S,"Su, G., Song, Y., Yan, L., 2009. Application of Gaussian process machine learning to slope stability evaluation. Rock and Soil Mechanics 30, 675–687."
157,21.4,10,30.34,30,20,0.31,S,"Su, G., Song, Y., Yan, L., 2009. Application of Gaussian process machine learning to slope stability evaluation. Rock and Soil Mechanics 30, 675–687."
158,22,20,36,45,50,0.31,F,"Su, G., Song, Y., Yan, L., 2009. Application of Gaussian process machine learning to slope stability evaluation. Rock and Soil Mechanics 30, 675–687."
159,12,0,30,45,4,0.31,S,"Su, G., Song, Y., Yan, L., 2009. Application of Gaussian process machine learning to slope stability evaluation. Rock and Soil Mechanics 30, 675–687."
160,22.4,20,35,45,10,0.4,F,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
161,20,15,30,45.05,50,0.5,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
162,21,14,30,43.41,40,0.25,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
163,21,15.7,29.7,45.62,36.7,0.37,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
164,22,23.4,40,40,15,0.3,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
165,22,24.9,24,46.7,18.2,0.35,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
166,20,25,24.6,29,34.8,0.29,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
167,18,28.4,13.4,34.5,18.02,0.2,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
168,27,19.8,29,43,45,0.3,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
169,27,40,40,42,40.72,0.25,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
170,27,35.4,35,42,63.2,0.25,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
171,26.8,31.24,28.89,43.5,63.01,0.25,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
172,26.83,33.4,23,42.6,45.32,0.23,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
173,27,34.3,37,38.2,98.9,0.22,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
174,28.3,32.9,40.1,41.09,110,0.25,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
175,28.3,31.5,17.9,42.3,135,0.25,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
176,27.4,14,29.7,41.07,91.5,0.25,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
177,27.4,35,32,42.04,91.05,0.25,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
178,27.3,32,39,41.08,100.19,0.25,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
179,27.3,10,33,40.03,107.14,0.25,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
180,25,47,36,47.04,144.3,0.25,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
181,25,47,36,44.05,43.5,0.25,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
182,26,46,45,36.09,93.2,0.25,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
183,26,50,45,30.05,120,0.25,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
184,18.5,35.1,10.1,30,25.5,0.25,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
185,18.6,32.4,16.1,30.06,6,0.25,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
186,21.4,32,35.1,38,35,0.25,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
187,20.4,18,16.34,38.5,35.05,0.25,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
188,22,18,36,45,50.03,0.25,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
189,22.01,24.1,26,45,150,0.25,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
190,20,35,30,50,24,0.26,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
191,25,49,32,55,140,0.25,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
192,27.3,24,36,32,34,0.3,F,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
193,24.1,26,36,38.07,12,0.24,F,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
194,24,34,40,50,45,0.25,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
195,25.06,28,34,50.07,40,0.26,F,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
196,18,25,24,42.08,44,0.19,F,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
197,24.04,25,22,35,28,0.25,F,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
198,28.21,36,35,48.09,39,0.29,S,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
199,25.09,26,20,45,38,0.25,F,"Sun, R., 2024. RESEARCH ON SLOPE STABILITY EVALUATION BASEDON GA-PSO-BP NEURAL NETWORK. Xi’an University of Technology."
200,20,20,36,45,50,0.5,F,"Lin, Y., Li, G., Yang, T., Qiao, D., Wang, J., Zhang, X., Zhao, H., 2023. Slope stability prediction based on PCA-RE. INDUSTRIAL MINERALS & PROCESSING 59–65."
201,24,0,40,33,8,0.3,S,"Lin, Y., Li, G., Yang, T., Qiao, D., Wang, J., Zhang, X., Zhao, H., 2023. Slope stability prediction based on PCA-RE. INDUSTRIAL MINERALS & PROCESSING 59–65."
202,12,0,30,35,4,0.25,S,"Lin, Y., Li, G., Yang, T., Qiao, D., Wang, J., Zhang, X., Zhao, H., 2023. Slope stability prediction based on PCA-RE. INDUSTRIAL MINERALS & PROCESSING 59–65."
203,19.63,11.97,20,22,21.19,0.4,F,"Lin, Y., Li, G., Yang, T., Qiao, D., Wang, J., Zhang, X., Zhao, H., 2023. Slope stability prediction based on PCA-RE. INDUSTRIAL MINERALS & PROCESSING 59–65."
204,25,46,35,47,443,0.25,S,"Lin, Y., Li, G., Yang, T., Qiao, D., Wang, J., Zhang, X., Zhao, H., 2023. Slope stability prediction based on PCA-RE. INDUSTRIAL MINERALS & PROCESSING 59–65."
205,25,55,36,45,299,0.25,S,"Lin, Y., Li, G., Yang, T., Qiao, D., Wang, J., Zhang, X., Zhao, H., 2023. Slope stability prediction based on PCA-RE. INDUSTRIAL MINERALS & PROCESSING 59–65."
206,22.4,10,35,45,10,0.25,S,"Lin, Y., Li, G., Yang, T., Qiao, D., Wang, J., Zhang, X., Zhao, H., 2023. Slope stability prediction based on PCA-RE. INDUSTRIAL MINERALS & PROCESSING 59–65."
207,19.63,11.97,20,22,12.19,0.405,S,"Chen, J., Zheng, R., Chen, H., 2014. Analysis on slope stability based on combination of PCA and BP neural network. Journal of Safety Science and Technology 10."
208,20.41,33.52,11,16,45.72,0.2,S,"Chen, J., Zheng, R., Chen, H., 2014. Analysis on slope stability based on combination of PCA and BP neural network. Journal of Safety Science and Technology 10."
209,18.84,0,20,20,7.62,0.45,S,"Chen, J., Zheng, R., Chen, H., 2014. Analysis on slope stability based on combination of PCA and BP neural network. Journal of Safety Science and Technology 10."
210,31.3,68.6,37,47.5,262.5,0.25,S,"Chen, J., Zheng, R., Chen, H., 2014. Analysis on slope stability based on combination of PCA and BP neural network. Journal of Safety Science and Technology 10."
211,31.3,68.6,37,47,270,0.25,S,"Chen, J., Zheng, R., Chen, H., 2014. Analysis on slope stability based on combination of PCA and BP neural network. Journal of Safety Science and Technology 10."
212,31.3,58.8,35.5,47.5,438.5,0.25,S,"Chen, J., Zheng, R., Chen, H., 2014. Analysis on slope stability based on combination of PCA and BP neural network. Journal of Safety Science and Technology 10."
213,31.3,58.8,35.5,47.5,502.7,0.25,S,"Chen, J., Zheng, R., Chen, H., 2014. Analysis on slope stability based on combination of PCA and BP neural network. Journal of Safety Science and Technology 10."
214,31.3,68,37,47,360.5,0.25,S,"Chen, J., Zheng, R., Chen, H., 2014. Analysis on slope stability based on combination of PCA and BP neural network. Journal of Safety Science and Technology 10."
215,31.3,68,37,8,305.5,0.25,S,"Chen, J., Zheng, R., Chen, H., 2014. Analysis on slope stability based on combination of PCA and BP neural network. Journal of Safety Science and Technology 10."
216,21.43,0,20,20,61,0.5,S,"Chen, J., Zheng, R., Chen, H., 2014. Analysis on slope stability based on combination of PCA and BP neural network. Journal of Safety Science and Technology 10."
217,14,11.97,26,30,88,0.45,F,"Shao, L., Ma, H., Wen, T., 2015. Study on slope stability prediction based on ＲF-ELM model. Journal of Safety Science and Technology 11, 93–98."
218,22.4,10,35,45,10,0.4,F,"Shao, L., Ma, H., Wen, T., 2015. Study on slope stability prediction based on ＲF-ELM model. Journal of Safety Science and Technology 11, 93–98."
219,18.84,0,20,20,7.62,0.45,F,"Shao, L., Ma, H., Wen, T., 2015. Study on slope stability prediction based on ＲF-ELM model. Journal of Safety Science and Technology 11, 93–98."
220,21.51,6.94,30,31,76.81,0.38,F,"Shao, L., Ma, H., Wen, T., 2015. Study on slope stability prediction based on ＲF-ELM model. Journal of Safety Science and Technology 11, 93–98."
221,18,24,30.15,45,20,0.12,F,"Shao, L., Ma, H., Wen, T., 2015. Study on slope stability prediction based on ＲF-ELM model. Journal of Safety Science and Technology 11, 93–98."
222,27,40,35,43,420,0.25,F,"Shao, L., Ma, H., Wen, T., 2015. Study on slope stability prediction based on ＲF-ELM model. Journal of Safety Science and Technology 11, 93–98."
223,27,32,33,42,301,0.25,F,"Shao, L., Ma, H., Wen, T., 2015. Study on slope stability prediction based on ＲF-ELM model. Journal of Safety Science and Technology 11, 93–98."
224,31.3,68,37,49,200.5,0.25,F,"Shao, L., Ma, H., Wen, T., 2015. Study on slope stability prediction based on ＲF-ELM model. Journal of Safety Science and Technology 11, 93–98."
225,31.3,68,37,46,366,0.25,S,"Shao, L., Ma, H., Wen, T., 2015. Study on slope stability prediction based on ＲF-ELM model. Journal of Safety Science and Technology 11, 93–98."
226,31.3,68.6,37,47,305,0.25,S,"Shao, L., Ma, H., Wen, T., 2015. Study on slope stability prediction based on ＲF-ELM model. Journal of Safety Science and Technology 11, 93–98."
227,20.41,24.9,13,22,10.67,0.35,S,"Shao, L., Ma, H., Wen, T., 2015. Study on slope stability prediction based on ＲF-ELM model. Journal of Safety Science and Technology 11, 93–98."
228,27,32,33,42.2,289,0.25,S,"Zhang, S., Du, H., Fan, Y., Sun, Q., Pu, C., 2024. Slope Stability Prediction Based on SSA Optimization BP Neural Network. Transportation Science & Technology."
229,22,10,36,45,50,0.25,S,"Zhang, S., Du, H., Fan, Y., Sun, Q., Pu, C., 2024. Slope Stability Prediction Based on SSA Optimization BP Neural Network. Transportation Science & Technology."
230,21.4,10,30.34,30,200,0.25,S,"Zhang, S., Du, H., Fan, Y., Sun, Q., Pu, C., 2024. Slope Stability Prediction Based on SSA Optimization BP Neural Network. Transportation Science & Technology."
231,22.4,10,35,30,10,0.25,S,"Zhang, S., Du, H., Fan, Y., Sun, Q., Pu, C., 2024. Slope Stability Prediction Based on SSA Optimization BP Neural Network. Transportation Science & Technology."
232,22.85,8.46,38.12,25.67,11.34,0.56,S,"Zhang, S., Du, H., Fan, Y., Sun, Q., Pu, C., 2024. Slope Stability Prediction Based on SSA Optimization BP Neural Network. Transportation Science & Technology."
233,24.45,11.34,39.31,44.03,9.79,0.43,F,"Zhang, S., Du, H., Fan, Y., Sun, Q., Pu, C., 2024. Slope Stability Prediction Based on SSA Optimization BP Neural Network. Transportation Science & Technology."
234,18,0,30,20,8,0.3,S,"Zhang, S., Du, H., Fan, Y., Sun, Q., Pu, C., 2024. Slope Stability Prediction Based on SSA Optimization BP Neural Network. Transportation Science & Technology."
235,20,35,30,40,25,0.29,S,"Zhang, S., Du, H., Fan, Y., Sun, Q., Pu, C., 2024. Slope Stability Prediction Based on SSA Optimization BP Neural Network. Transportation Science & Technology."
236,20,0.1,36,45,50,0.25,F,"Zhang, S., Du, H., Fan, Y., Sun, Q., Pu, C., 2024. Slope Stability Prediction Based on SSA Optimization BP Neural Network. Transportation Science & Technology."
237,25,46,35,46,432,0.25,S,"Zhang, S., Du, H., Fan, Y., Sun, Q., Pu, C., 2024. Slope Stability Prediction Based on SSA Optimization BP Neural Network. Transportation Science & Technology."
238,20.52,14.06,26.23,25.38,9.86,0.37,S,"Zhang, S., Du, H., Fan, Y., Sun, Q., Pu, C., 2024. Slope Stability Prediction Based on SSA Optimization BP Neural Network. Transportation Science & Technology."
239,19.72,30,30,20,20,0.5,S,"Shui, K., 2024. Research on Slope Stability Prediction Method Based on TAS-SSA-Stacking. Kunming University of Science and Technology."
240,18.8,30,20,30,50,0.1,S,"Shui, K., 2024. Research on Slope Stability Prediction Method Based on TAS-SSA-Stacking. Kunming University of Science and Technology."
241,19.6,9.6,25,27,14.3,0.32,F,"Shui, K., 2024. Research on Slope Stability Prediction Method Based on TAS-SSA-Stacking. Kunming University of Science and Technology."
242,18.05,5.75,18,25.25,5.1,0.64,F,"Shui, K., 2024. Research on Slope Stability Prediction Method Based on TAS-SSA-Stacking. Kunming University of Science and Technology."
243,17.61,7.66,26,26.57,7.62,0.2,S,"Shui, K., 2024. Research on Slope Stability Prediction Method Based on TAS-SSA-Stacking. Kunming University of Science and Technology."
244,18.31,5.16,15.12,26.6,9.1,0.1,F,"Shui, K., 2024. Research on Slope Stability Prediction Method Based on TAS-SSA-Stacking. Kunming University of Science and Technology."
245,17,12,16.3,18.16,32.8,1,F,"Shui, K., 2024. Research on Slope Stability Prediction Method Based on TAS-SSA-Stacking. Kunming University of Science and Technology."
246,18.8,5.1,30,25,10.6,0.38,S,"Cai, Y., Huang, S., Xu, J., Song, J., Chen, X., 2025. Research on Optimizing Machine Learning Algorithms for Slope Stability Prediction Based on  the Ivy Algorithm. Metal Mine 11."
247,18.8,4.8,25,31,76.8,0.38,F,"Cai, Y., Huang, S., Xu, J., Song, J., Chen, X., 2025. Research on Optimizing Machine Learning Algorithms for Slope Stability Prediction Based on  the Ivy Algorithm. Metal Mine 11."
248,21.47,2.3,30,30,88,0.45,F,"Cai, Y., Huang, S., Xu, J., Song, J., Chen, X., 2025. Research on Optimizing Machine Learning Algorithms for Slope Stability Prediction Based on  the Ivy Algorithm. Metal Mine 11."
